date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:13	752965/752965	---M--	200	added ('OK')	image/png	etag:%223bc78a3b09b11aaa6e3b49eb095b269f%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6499b2c0b2c0.png?v=1714142763	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6499b2c0b2c0b2c0.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:13	199349/199349	---M--	200	added ('OK')	image/png	etag:%2230c9368014566aeffe8101b191b4287b%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo1_3_large319b319b.png?v=1714438230	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo1_3_large319b319b319b.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:13	9594/9594	---M--	200	added ('OK')	image/jpeg	etag:%22170f18978c5c5454d8a36211828585e0%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/images_3_sadsadsa_large17361736.jpg?v=1714494360	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/images_3_sadsadsa_large173617361736.jpg	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:14	254446/254446	---M--	200	added ('OK')	image/png	etag:%224483cd8f0863afb677cdcb32fe82ea00%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6500_large47934793.png?v=1714143153	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6500_large479347934793.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:14	226113/226113	---M--	200	added ('OK')	image/png	etag:%221eb865b50da125946461f7a97e2ddb25%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6499_largeb2c0b2c0.png?v=1714142763	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6499_largeb2c0b2c0b2c0.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:14	199607/199607	---M--	200	added ('OK')	image/png	etag:%229a11b7c4bf1de062d4544cdef9782296%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo2_1_largee602e602.png?v=1714438283	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo2_1_largee602e602e602.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:14	1207102/1207102	---MCZ	200	added ('OK')	text/css	etag:W/%2212116cbeb07cd9cf14c2a03b8245f008%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/t/2/assets/anuncios0c9a0c9a.css?v=108382645382159871281714061211	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/t/2/assets/anuncios0c9a0c9a0c9a.css	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:15	40884/40884	---M--	200	added ('OK')	image/jpeg	etag:%226a33e5d0f97eb9101ef0a748ebed006a%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/http2.mlstatic.com/D_862339-MLU72630161993_112023-O.jpg	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/http2.mlstatic.com/D_862339-MLU72630161993_112023-O.jpg	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:15	206653/206653	---MCZ	200	added ('OK')	text/html	etag:W/%2293dec901a5e789c71066fb75f22ac4a3%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url_string.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url_string.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:15	4522/4522	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659824346c84945b67aa85d2acc82168%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/www.mercadopago.com/v2/security.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/www.mercadopago.com/v2/security.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:15	303/303	---M--	200	added ('OK')	application/javascript	etag:%22344ff3d46885b539c1eee26d5d4dcd63%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cart/clear177b177b.js?revy-request=t	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cart/clear177b177b177b.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:16	206639/206639	---MCZ	200	added ('OK')	text/html	etag:W/%222be223a840d10dbb25cc05c7dffda2a9%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:16	9/9	---M--	200	added ('OK')	application/octet-stream	etag:%229d1ead73e678fa2f51a70a933b0bf017%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/window.location.href	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/window.location.href	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:16	0/0	---M--	200	added ('OK')	image/png	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ofertaml.vercel.app/ofertaml.shop/cdn/shop/t/2/assets/favicone16b.png?v=145227305158328575881714061211	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertaml.shop/cdn/shop/t/2/assets/favicone16be16b.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:17	61061/61061	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e3bf9c2c19157339034a24c3998ff100%22	https://ofertaml.vercel.app/cdn.jsdelivr.net/npm/jsbarcode%403.11.0/dist/JsBarcode.all.min.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/cdn.jsdelivr.net/npm/jsbarcode@3.11.0/dist/JsBarcode.all.min.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:17	19927/19927	---MCZ	200	added ('OK')	application/javascript	etag:W/%22517b55d3688ce9ef1085a3d9632bcb97%22	https://ofertaml.vercel.app/cdn.jsdelivr.net/gh/davidshimjs/qrcodejs%40gh-pages/qrcode.min.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/cdn.jsdelivr.net/gh/davidshimjs/qrcodejs@gh-pages/qrcode.min.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:17	89795/89795	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641dd14370106e992d352166f5a07e99%22	https://ofertaml.vercel.app/code.jquery.com/jquery-3.6.4.min.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/code.jquery.com/jquery-3.6.4.min.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:17	60352/60352	---MCZ	200	added ('OK')	text/css	etag:W/%2239f81f10530e10af3553e2f2bd3c3161%22	https://ofertaml.vercel.app/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.1/css/all.min.css	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:18	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%228fb8fee4fcc3cc86ff6c724154c49c42%22	https://ofertaml.vercel.app/code.jquery.com/jquery-3.6.0.min.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/code.jquery.com/jquery-3.6.0.min.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:18	1776/1776	---MCZ	200	added ('OK')	text/css	etag:W/%22f38b2db10e01b1572732a3191d538707%22	https://ofertaml.vercel.app/cdn.jsdelivr.net/npm/slick-carousel%401.8.1/slick/slick.css	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:18	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%223d05390080a8980f8b73a3ffed54af55%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST-2.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST-2.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:18	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ofertaml.vercel.app/ofertaml.shop/cdn/s/trekkie.storefront.dd626a6a6fbdab104f8779acc4331c330134c832.min.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertaml.shop/cdn/s/trekkie.storefront.dd626a6a6fbdab104f8779acc4331c330134c832.min.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:18	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:19	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:19	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d5a61c749e44e47159af8a6579dda121%22	https://ofertaml.vercel.app/cdn.jsdelivr.net/npm/slick-carousel%401.8.1/slick/slick.min.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:19	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ofertaml.vercel.app/shop.app/checkouts/internal/preloads7ac0.js?locale=pt-BR&shop_id=69857476859	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/shop.app/checkouts/internal/preloads7ac07ac0.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:19	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:20	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertaml.shop/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:20	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%220685a93bbdc72698f2c6aece9de01a4a%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url_string-2.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url_string-2.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:20	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%2200f916bff426704fac1e912e5af2df8b%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/GET-2.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/GET-2.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:21	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22626d1aad8fcd1409e4e250eb20458a9a%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url-2.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/url-2.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST.html)
18:54:21	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jun%202024%2021:58:32%20GMT	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/a	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/a	(from https://connect.facebook.net/en_US/fbevents.js)
18:54:21	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jun%202024%2021:58:33%20GMT	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/POST	(from https://connect.facebook.net/en_US/fbevents.js)
18:54:21	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jun%202024%2021:58:33%20GMT	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/b.resolvedLink	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
18:54:21	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jun%202024%2021:58:33%20GMT	https://ofertaml.vercel.app/signals/iwl.js	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
18:54:22	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jun%202024%2021:58:34%20GMT	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/schema.org/	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
18:54:22	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22320d5698c3c935b0279ef41a5eb423c0%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/POST.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/POST.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/%26gt%3b%26lt%3blink.html)
18:54:22	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%227317f7db970ee67288d163a1efa8d614%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/url_string.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/url_string.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/%26gt%3b%26lt%3blink.html)
18:54:22	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22977073a5faa13314433c9116e4954171%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/GET.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/GET.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/%26gt%3b%26lt%3blink.html)
18:54:23	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22ffb027f068a4bc56dd00cf29748ba355%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/url.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/url.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/%26gt%3b%26lt%3blink.html)
18:54:23	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%225246734146242bf60dd428322cc9abc9%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/window.location.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/window.location.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google-analytics.com_/%26gt%3b%26lt%3blink.html)
18:54:23	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%222aac06171ffda28dffbc122334762af0%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/POST.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/POST.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/%26gt%3b%26lt%3blink.html)
18:54:23	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22db795c7643a22d3bb29bb49eed168ad6%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/url_string.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/url_string.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/%26gt%3b%26lt%3blink.html)
18:54:24	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22df9f027a1654f066dd8bf070c65424bd%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/GET.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/GET.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/%26gt%3b%26lt%3blink.html)
18:54:24	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%2241d6c7056e8d2cf811d59e80a3bf8f87%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/url.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/url.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/%26gt%3b%26lt%3blink.html)
18:54:24	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%227635d5caa32e2a897dc475174c9442b1%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/window.location.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/window.location.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/www.google.com_/%26gt%3b%26lt%3blink.html)
18:54:24	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%226bcc3bdee1b7d9117a99dfb2a05813d4%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/POST.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/POST.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/%26gt%3b%26lt%3blink.html)
18:54:25	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%2292a11be49c217114f7adccce8c0846c8%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/url_string.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/url_string.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/%26gt%3b%26lt%3blink.html)
18:54:25	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22ff21bb580986c3da8f5fcdd93caa6ef2%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/GET.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/GET.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/%26gt%3b%26lt%3blink.html)
18:54:25	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%2265ca22d68049a73d469fbfed20b26b72%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/url.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/url.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/%26gt%3b%26lt%3blink.html)
18:54:25	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%221775164a393a9a1f8af33a6467c2f506%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/window.location.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/window.location.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/data.mercadolibre.com_/%26gt%3b%26lt%3blink.html)
18:54:26	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22fb0ad87c63872e95603cff151fd4ef51%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/POST.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/POST.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/%26gt_.html)
18:54:26	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%2236b8ef57e27100d23b3d569afe3a4b4d%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/url_string.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/url_string.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/%26gt_.html)
18:54:26	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22c3d4cec5b5cd88dd31667a23ddfc33a2%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/GET.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/GET.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/%26gt_.html)
